keyword_text,match_type,clicks,impressions,conversions,cost_eur,conversion_value,quality_score
adidas ultraboost,broad,84,3583,5,317.76,683.67,6
nike air max,phrase,56,2038,2,104.04,520.28,5
puma running,broad,45,8269,2,104.82,288.38,4
reebok nano,exact,58,413,3,140.23,505.26,7
luxury shoes,exact,270,1808,16,1261.42,1642.96,9
nike air max,phrase,64,1405,2,179.02,852.16,8
vans sneakers,phrase,288,4312,11,765.92,2970.98,7
casual shoes,broad,11,1240,0,37.26,0.0,3
skechers memory foam,broad,100,7078,4,260.35,1376.33,5
shoe store,broad,236,8374,21,551.8,-9999.99,3
discount shoes,exact,78,1004,3,80.48,829.32,10
shoe reviews,broad,359,-9167,23,1214.39,9267.02,3
shoe outlet,broad,251,6851,9,232.2,3365.21,6
online shoes,exact,34,578,1,131.73,155.22,10
 shoe comparison ,exact,162,1847,16,164.24,3714.67,10
shoe comparison,exact,76,-1345,6,65.51,598.52,8
shoe reviews,exact,225,1535,17,403.05,2526.81,7
work shoes,broad,40,4339,1,178.88,479.79,6
gym shoes,phrase,225,4692,17,483.13,4556.37,8
shoe brands,phrase,174,3584,8,654.35,1400.88,6
marathon shoes,exact,16,127,1,58.53,315.9,8
kids shoes,phrase,169,3165,12,760.19,5874.39,7
shoe clearance,phrase,15,661,1,49.15,282.86,7
puma running,exact,209,1716,12,669.24,|3159.64|,8
discount shoes,phrase,159,4688,14,442.92,6697.49,6
shoe reviews,exact,8,150,0,14.37,0.0,  8  
shoe promotion,phrase,89,2773,2,325.6,104.97,8
vans sneakers,exact,36,336,2,75.16,556.35,7
work shoes,broad,50,1660,1,170.18,292.24,3
nike air max,phrase,50,1865,1,129.1,87.06,5
shoe outlet,broad,129,7678,9,"265,52",4097.85,4
luxury shoes,broad,165,6388,3,763.35,552.67,4
shoe sale,broad,12,1067,1,30.18,226.33,4
trail running shoes,phrase,133,3638,4,555.0,221.44,5
shoe comparison,exact,39,468,3,143.65,773.22,9
training shoes,broad,171,7426,9,411.61,2265.61,5
shoe sale,phrase,117,4995,10,492.9,1113.98,6
shoe sizes,phrase,163,3729,13,181.04,3228.33,5
training shoes,broad,17,1343,0,22.38,0.0,3
shoe brands,exact,214,1577,8,978.92,2722.77,9
tennis shoes,broad,17,3036,0,29.14,0.0,4
reebok nano,phrase,39,713,49,101.46,411.39,6
formal shoes,exact,58,737,1,203.05,417.73,9
soccer shoes,phrase,195,2657,2,245.85,184.62,5
skechers memory foam,phrase,39,585,1,77.37,410.84,5
shoe buying guide,phrase,72,2337,5,38.78,898.57,8
basketball shoes,phrase,98,1390,6,137.85,846.19,7
shoe brands,broad,229,8531,3,414.06,263.0,6
vans sneakers,phrase,339,4859,9,871.28,872.25,6
wide fit shoes,exact,112,1942,9,498.58,3747.51,8
nike air max,broad,275,7278,10,401.14,2480.31,3
shoe discount,phrase,23,815,1,105.57,383.3,7
 shoe sale ,broad,50,2458,1,50.24,193.85,4
kids shoes,exact,67,475,4,195.92,1241.31,8
vans sneakers,exact,148,1001,11,193.54,2069.55,8
shoe models,broad,295,8270,15,1056.29,1053.09,6
shoe models,broad,104,9776,1,391.53,263.09,6
crossfit shoes,broad,156,7794,10,115.43,3618.9,5
walking shoes,exact,139,1198,13,643.75,681.07,9
reebok nano,broad,35,1610,1,144.5,280.34,4
shoe ratings,broad,75,4880,2,95.41,383.87,4
shoe buying guide,broad,33,3960,1,108.14,432.81,4
brand shoes,exact,89,1691,5,91.18,2171.77,8
winter boots,exact,121,1184,9,98.94,2941.14,9
shoe sale,phrase,1000000,4248,13,179.08,4276.03,7
walking shoes,exact,142,1356,12,680.92,5073.06,10
kids shoes,broad,56,4426,4,182.29,1727.56,3
shoe comparison,broad,177,6377,11,314.57,1550.51,6
gym shoes,exact,107,744,6,100.04,862.64,10
CROSSFIT SHOES,broad,137,4145,10,253.01,4311.08,4
discount shoes,phrase,174,4446,16,437.63,6376.95,5
online shoes,exact,180,1254,14,304.65,6616.8,8
training shoes,exact,24,327,0,102.73,0.0,8
crossfit shoes,broad,93,6339,5,208.2,2432.24,5
winter boots,broad,139,5612,4,370.78,443.03,6
shoe discount,broad,142,9857,-4,382.99,491.15,4
waterproof shoes,exact,132,1039,5,81.39,1766.44,9
winter boots,exact,95,697,9,284.4,1003.27,8
vans sneakers,broad,85,3202,5,306.98,2412.2,5
puma running,broad,75,4216,2,271.96,742.93,4
crossfit shoes,broad,63,8574,3,136.49,629.6,5
tennis shoes,phrase,169,3553,5,770.83,428.76,5
basketball shoes,broad,73,2252,5,228.74,1085.79,4
basketball shoes,phrase,206,4638,2,866.63,611.85,8
adidas ultraboost,exact,187,1926,2,489.98,872.75,7
women sports shoes,phrase,162,2891,1,721.76,"359,68",5
skechers memory foam,phrase,112,2684,9,321.7,1248.83,8
work shoes,phrase,92,4085,7,54.25,403.61,8
walking shoes,exact,100,1102,2,89.74,193.53,7
vans sneakers,broad,164,7765,10,546.67,3770.95,3
nike air max,exact,"64,00",672,3,85.34,969.72,7
trail running shoes,broad,56,1542,2,247.59,988.06,6
puma running,phrase,121,2140,6,431.16,593.42,6
soccer shoes,broad,24,2019,1,16.83,229.24,6
shoe outlet,exact,73,992,3,102.84,871.73,9
online shoes,phrase,169,3990,10,456.55,1271.01,7
walking shoes,broad,311,1000000,21,360.45,5931.04,3
shoe ratings,phrase,33,523,3,84.77,449.46,5
shoe colors,broad,15,1049,1,17.52,383.46,3
online shoes,exact,97,1317,8,51.77,1829.72,8
hiking shoes,exact,10,116,0,20.81,0.0,7
women sports shoes,phrase,28,518,1,90.7,417.44,7
shoe brands,broad,30,5907,0,37.83,0.0,5
shoe clearance,broad,219,5540,10,645.91,3386.05,6
basketball shoes,broad,69,6786,2,190.03,467.82,5
shoe promotion,exact,47,485,4,61.07,326.59,1000
converse all star,broad,340,9196,23,312.48,9091.96,5
marathon shoes,phrase,113,1742,3,120.3,865.58,5
luxury shoes,broad,13,2115,1,59.21,434.11,6
shoe outlet,phrase,245,3692,24,656.74,3810.1,7
soccer shoes,broad,72,7265,3,182.66,1129.36,4
work shoes,phrase,160,3581,5,774.05,1186.49,6
work shoes,exact,119,896,3,518.4,545.94,7
nike air max,phrase,293,4789,14,199.13,2591.31,6
reebok nano,phrase,105,2257,6,359.64,2060.15,6
leather shoes,exact,145,1284,9,104.34,3433.57,8
marathon shoes,phrase,324,4620,7,426.76,3440.67,7
adidas ultraboost,exact,64,993,1,147.95,56.85,10
narrow shoes,broad,124,7392,1,436.15,466.28,3
running shoes,phrase,107,1916,5,482.82,326.38,8
shoe discount,phrase,260,4408,21,460.27,3957.07,5
discount shoes,broad,147,7365,10,691.84,3575.18,4
shoe comparison,phrase,215,2841,7,708.05,2897.5,"8,00"
shoe colors,phrase,48,651,1,34.63,212.46,8
marathon shoes,broad,97,3015,1,136.48,96.55,4
shoe clearance,phrase,228,3638,18,988.53,5309.33,6
shoe buying guide,phrase,115,4097,1,465.14,153.76,7
narrow shoes,broad,64,4371,3,113.35,1001.04,6
gym shoes,exact,18,317,0,20.38,0.0,10
vans sneakers,phrase,141,3886,6,443.62,567.36,5
shoe models,exact,116,1085,1,490.36,216.99,8
skechers memory foam,phrase,88,4362,7,304.72,3220.07,8
crossfit shoes,broad,100,7837,4,80.15,670.96,6
basketball shoes,broad,38,1740,0,170.06,0.0,5
shoe promotion,broad,243,7721,7,239.63,846.1,4
reebok nano,exact,120,1827,6,310.81,2277.34,8
shoe clearance,broad,372,9892,29,1287.63,4732.81,5
climbing shoes,phrase,154,3618,5,642.61,732.95,8
soccer shoes,exact,12,106,0,39.24,0.0,10
summer sandals,broad,55,9543,0,95.3,0.0,3
converse all star,phrase,111,3385,5,289.96,1713.19,5
nike air max,phrase,222,3947,18,975.17,5926.7,6
shoe colors,exact,111,1675,6,503.52,2187.26,7
waterproof shoes,exact,111,1533,8,416.82,3870.1,10
basketball shoes,exact,260,1889,9,1089.16,3017.79,9
women sports shoes,phrase,184,4329,3,701.79,1074.66,8
basketball shoes,phrase,148,3906,9,75.72,1959.79,8
hiking shoes,broad,68,2654,1,38.06,307.03,5
shoe outlet,broad,78,5883,3,187.33,299.69,3
crossfit shoes,phrase,290,4439,7,1270.46,1871.01,5
winter boots,broad,164,6396,16,707.44,1891.33,4
narrow shoes,phrase,153,2915,12,483.32,4475.58,5
work shoes,exact,189,1605,9,531.34,704.22,10
trail running shoes,exact,134,965,10,585.7,2510.26,7
work shoes,phrase,124,2785,9,189.27,1181.02,7
shoe colors,broad,158,4731,11,753.06,4365.38,4
shoe reviews,phrase,204,4236,18,441.15,7024.54,7
training shoes,broad,48,6946,3,33.03,1192.7,4
marathon shoes,broad,53,7442,1,218.62,146.11,5
leather shoes,phrase,79,1268,4,295.83,830.55,8
casual shoes,broad,15,2901,0,60.23,0.0,3
shoe brands,exact,85,928,5,159.29,2292.0,8
running shoes,exact,98,1379,3,474.71,1129.99,8
luxury shoes,exact,45,646,3,152.76,863.99,10
shoe shop,phrase,164,4807,5,361.58,1385.12,5
luxury shoes,exact,999999,1758,13,207.22,4449.76,7
marathon shoes,phrase,171,4091,15,261.66,2802.62,6
yoga shoes,phrase,164,4284,10,348.19,3213.83,6
shoe buying guide,broad,138,9050,10,314.53,2819.09,5
yoga shoes,broad,282,8208,11,895.37,5443.46,5
marathon shoes,broad,180,5825,6,400.42,378.14,3
brand shoes,exact,19,301,1,19.87,178.61,7
gym shoes,phrase,188,3761,17,169.3,4166.67,7
shoe promotion,phrase,-232,3693,13,298.61,5752.49,8
wide fit shoes,phrase,182,351.17,15,169.95,5474.01,8
narrow shoes,exact,93,956,8,441.16,424.15,9
shoe ratings,broad,78,2948,@5@,308.81,2467.1,3
trail running shoes,exact,10,155,0,47.02,0.0,7
shoe brands,phrase,101,1511,2,325.98,257.55,6
adidas ultraboost,exact,21,161,2,32.13,670.85,7
shoe discount,broad,228,9992,21,1033.12,5338.31,6
formal shoes,broad,145,5569,12,486.86,3081.79,6
summer  sandals,broad,24,4499,0,119.48,0.0,5
crossfit shoes,phrase,2977,1977,4,427.51,1386.14,8
discount shoes,broad,197,7301,2,951.52,746.57,3
shoe brands,phrase,109,3734,1,360.02,278.91,5
kids shoes,phrase,126,4509,6,557.11,2340.13,7
nike air max,broad,32,2929,0,75.98,0.0,5
converse all star,phrase,204,3321,17,581.93,6293.82,6
kids shoes,phrase,"39,00",1421,2,105.59,149.05,8
trail running shoes,broad,78,3693,2,304.21,159.76,4
basketball shoes,phrase,153,3679,7,506.09,2554.74,8
basketball shoes,exact,38,466,0,160.29,0.0,9
shoe buying guide,broad,43,1555,1,115.16,376.92,4
winter boots,phrase,45,600,1,182.96,437.01,5
shoe sale,phrase,34,1074,2,36.66,394.89,8
discount shoes,phrase,202,2729,8,203.14,1288.94,5
basketball shoes,exact,200,1635,5,999.15,1698.18,10
shoe brands,phrase,110,4547,7,424.22,  625.37  ,6
trail running shoes,broad,167,8217,2,216.76,828.89,6
shoe shop,phrase,262,3387,15,1131.07,2909.81,6
vans sneakers,broad,226,9443,15,1029.55,"189,73",4
MEN SHOES,broad,103,3781,5,122.78,1869.81,6
shoe clearance,phrase,289,3926,25,644.87,9827.2,8
vans sneakers,exact,89,1667,1,188.99,446.56,7
wide fit shoes,exact,25,498,2,41.1,461.26,10
shoe promotion,phrase,168,3025,4,794.49,1565.63,8
reebok nano,exact,58,409,1,238.24,187.61,10
HIKING SHOES,phrase,133,4209,13,384.59,6459.38,8
trail running shoes,phrase,73,2420,6,171.48,933.61,7
shoe promotion,exact,44,319,2,82.48,153.11,10
women sports shoes,phrase,55,826,3,138.28,1433.42,5
shoe sizes,broad,263,8325,12,1173.44,1729.89,4
shoe sale,broad,35,3410,1,142.16,138.08,5
discount shoes,phrase,69,1646,5,51.66,2008.1,6
women sports shoes,broad,21,1096,0,90.49,0.0,6
shoe sizes,exact,32,265,1,111.33,121.32,10
online shoes,phrase,196,2477,,633.88,2532.18,7
discount shoes,broad,244,7228,23,1062.36,8546.52,4
shoe brands,exact,207,1689,11,260.14,1079.7,7
affordable shoes,exact,102,1379,1,351.1,491.24,8
marathon shoes,broad,46,3118,0,101.76,0.0,3
basketball shoes,exact,162,1890,6,691.64,2392.37,8
work shoes,phrase,82,2519,7,144.89,2929.35,7
walking shoes,exact,13,219,0,42.9,0.0,9
shoe brands,phrase,54,1854,1,203.36,153.48,8
discount shoes,exact,73,1097,6,131.56,2525.91,7
shoe sizes,broad,74,3091,4,165.95,572.88,6
leather shoes,exact,119,1378,6,522.37,1090.89,9
wide fit shoes,exact,132,1191,11,182.73,2230.59,9
shoe sizes,exact,56,524,5,100.25,2193.51,8
wide fit shoes,phrase,47,1750,0,227.97,0.0,7
skechers memory foam,exact,74,985,7,44.54,3181.81,8
puma running,exact,46,678,4,41.69,1991.03,7
shoe models,broad,237,9981,23,275.42,3927.37,5
shoe store,broad,52,9210,1,231.35,464.56,6
shoe discount,broad,57,2325,5,252.8,302.31,4
waterproof shoes,exact,239,1913,9,969.84,2992.11,8
adidas ultraboost,broad,23,2899,  2  ,63.41,155.25,6
shoe discount,phrase,66,3027,2,118.23,578.56,6
soccer shoes,exact,77,718,6,148.43,2131.89,8
vans sneakers,phrase,121,2429,5,493.19,2259.57,5
shoe  models,broad,33,6386,2,132.5,674.48,4
 shoe colors ,exact,115,1862,3,229.14,902.7,9
kids shoes,phrase,58,975,3,178.72,473.78,8
tennis shoes,broad,194,6308,13,527.48,4701.25,4
men shoes,phrase,174,3409,7,545.09,2006.14,8
shoe sale,phrase,210,3971,17,266.84,7217.57,7
skechers memory foam,phrase,285,4004,172.85,388.27,3530.75,8
winter boots,phrase,200,3467,12,979.72,4563.19,6
shoe reviews,phrase,40,648,1,37.13,"73,74",8
waterproof shoes,exact,104,1106,9,292.52,3145.79,10
tennis shoes,phrase,23,648,1,71.25,304.45,5
vans sneakers,exact,148,1812,4,185.19,1661.52,10
SHOE DISCOUNT,exact,107,1063,8,243.19,"568,24",8
shoe models,phrase,131,4495,12,428.73,4856.7,5
shoe store,exact,95,647,5,382.24,745.17,7
adidas ultraboost,broad,70,9874,0,110.14,0.0,5
shoe store,phrase,91,2953,7,"503,33",2627.24,7
trail running shoes,phrase,72,2215,2,50.73,587.39,5
narrow shoes,exact,28,366,0,-97.31,0.0,9
narrow shoes,broad,193,5581,14,238.06,2751.79,4
running shoes,exact,156,1226,5,201.44,524.1,7
shoe colors,phrase,140,2434,3,438.75,777.77,7
women sports shoes,broad,104,2697,8,157.12,400.97,6
wide fit shoes,broad,157,8069,14,664.37,4816.69,5
tennis shoes,exact,106,1525,3,210.7,160.7,8
leather shoes,phrase,52,1825,0,180.93,0.0,7
kids shoes,broad,311,9483,5,1317.09,1298.26,3
discount shoes,exact,46,588,0,208.07,0.0,10
RUNNING SHOES,phrase,71,1268,6,220.83,1234.58,7
running shoes,phrase,116,1930,11,400.24,3916.0,5
formal shoes,exact,63,620,2,296.75,610.93,10
walking shoes,broad,153,6819,8,221.31,3931.89,5
luxury shoes,exact,181,1336,9,820.65,2351.37,9
shoe sizes,exact,54,1052,4,199.27,1734.19,9
shoe clearance,broad,225,6550,22,386.11,1243.81,6
hiking shoes,phrase,92,1450,4,205.14,1004.85,7
shoe models,exact,125,1352,5,412.67,1877.79,8
 shoe comparison ,phrase,159,4687,5,368.58,2024.95,8
puma running,phrase,158,3171,1,619.7,269.4,8
shoe reviews,phrase,1724,724,4,138.27,1250.12,5
work shoes,broad,92,9151,1,89.93,322.69,6
wide fit shoes,phrase,257,3765,3,1147.63,1083.46,7
shoe brands,exact,26,179,1,79.89,140.04,10
nike air max,phrase,246,3378,3,161.49,248.29,5
narrow shoes,phrase,189,4890,-18,222.67,7716.19,8
kids shoes,exact,1269,269,0,11.63,0.0,10
tennis shoes,exact,201,1354,19,665.24,2194.78,8
formal shoes,broad,172,9139,15,618.66,1993.16,4
men shoes,exact,15,118,0,32.68,0.0,9
nike air max,broad,165,8259,13,151.13,3721.78,5
skechers memory foam,broad,43,2320,1,73.26,206.88,5
work shoes,phrase,59,2565,5,283.32,2326.33,7
shoe discount,broad,85,26.41,4,179.44,935.16,6
luxury shoes,phrase,98,2206,2,198.69,330.69,8
narrow shoes,broad,68,2319,3,189.97,799.25,3
hiking shoes,phrase,168,4188,11,394.51,5430.41,7
shoe clearance,broad,4332,3332,3,146.17,363.68,6
formal shoes,phrase,151,3155,13,602.37,1316.79,5
kids shoes,exact,28,414,1,107.11,330.65,8
casual shoes,phrase,175,3914,5,520.06,1865.72,7
shoe store,exact,186,1751,7,925.93,2762.43,8
marathon shoes,exact,123,965,8,212.64,2881.14,8
casual shoes,broad,33,4859,1,22.39,105.26,6
men shoes,exact,143,1975,7,287.25,1575.26,9
climbing shoes,broad,140,3736,5,627.86,1206.85,5
shoe ratings,phrase,143,2566,8,627.52,3172.45,5
winter boots,exact,"227,00",1936,19,748.44,4963.65,9
running shoes,exact,91,1041,7,N/A,1323.0,7
shoe store,broad,112,6234,3,75.29,267.01,3
puma running,exact,27,188,2,27.89,963.07,8
affordable shoes,broad,79,6253,1,363.36,208.32,6
yoga shoes,exact,52,501,3,133.54,932.13,10
climbing shoes,exact,59,966,5,33.27,1518.15,7
soccer shoes,exact,51,434,3,149.21,463.95,10
shoe models,exact,231,1574,21,857.86,2776.13,8
yoga shoes,broad,43,2476,2,124.95,206.11,5
shoe store,broad,28,1572,0,93.73,0.0,3
women sports shoes,broad,52,6516,0,136.82,0.0,5
shoe sale,phrase,215,3261,2,111.84,287.43,8
shoe comparison,broad,74,3567,1,124.22,415.67,4
luxury shoes,phrase,130,1981,5,317.86,1227.13,885.6
adidas ultraboost,broad,101,5787,9,138.17,4338.21,4
summer sandals,phrase,192,3244,17,944.41,7495.12,5
shoe outlet,broad,323,9006,20,1091.66,8785.99,3
shoe models,phrase,95,2584,7,329.36,2812.36,7
adidas ultraboost,exact,138,1115,9,241.51,2060.03,9
hiking shoes,exact,156,1138,4,322.86,622.95,7
shoe reviews,phrase,100,2132,3,189.56,219.03,8
gym shoes,phrase,83,1690,2,363.58,294.07,5
basketball shoes,exact,120,997,4,143.04,1450.56,9
shoe shop,broad,34,1080,1,136.46,375.71,4
summer sandals,exact,128,1155,12,72.38,3961.49,9
training shoes,broad,11,1576,0,21.61,0.0,4
shoe promotion,phrase,31,794,1,39.85,269.32,6
marathon shoes,phrase,234,3163,23,326.81,4302.49,7
work shoes,exact,43,778,1,30.24,410.37,10
yoga shoes,phrase,62,2541,2,161.24,617.38,5
waterproof shoes,phrase,186,2629,10,445.09,4303.58,7
basketball shoes,exact,208,1998,6,667.86,-933.54,8
shoe ratings,broad,116,4082,4,511.3,1451.02,4
basketball shoes,phrase,130,2482,1,77.28,310.59,5
crossfit shoes,phrase,42,537,0,149.03,-0.0,7
summer sandals,phrase,77,2868,4,160.81,424.35,6
adidas ultraboost,exact,92,860,6,134.78,1473.75,9
waterproof shoes,broad,195,7508,11,612.1,3668.83,4
leather shoes,exact,78,1539,3,258.72,351.08,9
men shoes,exact,49,440,3,172.88,1133.0,9
tennis shoes,exact,139,1007,5,188.29,1089.97,10
walking shoes,exact,29,294,2,41.21,958.93,10
nike air max,broad,999999,8381,5,304.91,1626.66,4
leather shoes,phrase,60,1692,2,280.53,335.98,8
vans sneakers,phrase,25,1059,1,114.43,164.02,7
skechers memory foam,exact,159,1893,14,108.15,6476.34,7
shoe sale,exact,31,508,1,24.83,128.84,10
narrow shoes,broad,256,6848,5,711.31,285.08,6
tennis shoes,phrase,134,3234,3,376.41,626.8,8
shoe discount,exact,123,989,2,103.66,383.91,10
soccer shoes,broad,90,2747,8,431.51,2086.99,3
vans sneakers,broad,133,6304,9,652.39,2781.34,6
shoe colors,broad,92,2441,5,458.85,377.42,5
winter boots,exact,32,255,1,69.39,312.36,9
shoe models,broad,262,482.14,24,1210.89,11427.31,5
shoe colors,exact,131,921,10,612.65,1982.22,7
converse all star,broad,53,1407,2,49.19,422.17,3
basketball shoes,broad,62,2588,0,237.46,0.0,6
skechers memory foam,phrase,76,3432,0,48.62,0.0,7
nike air max,phrase,93,3874,4,58.88,1602.88,5
shoe promotion,exact,59,586,2,189.26,100.73,8
shoe buying guide,phrase,47,1899,1,24.31,446.8,5
shoe ratings,phrase,157,3052,15,324.92,-9999.99,6
puma running,exact,14,281,0,17.95,0.0,10
men shoes,exact,127,1157,6,155.09,1263.44,9
women sports shoes,exact,106,745,5,457.03,1522.28,9
winter boots,phrase,140,2113,7,-142.6,1237.03,5
casual shoes,phrase,92,3110,8,157.37,1861.46,8
men shoes,exact,52,913,4,52.79,250.61,8
online shoes,phrase,94,1754,2,440.44,118.82,7
shoe reviews,phrase,155,4864,10,97.68,1762.43,5
work shoes,exact,28,422,0,59.02,0.0,8
basketball shoes,broad,192,7019,15,647.35,981.61,3
basketball shoes,phrase,71,3237,6,56.31,423.11,7
casual shoes,broad,143,4807,5,653.31,725.52,6
vans sneakers,phrase,63,1547,3,263.47,387.48,5
work shoes,phrase,206,2677,3,568.19,785.85,5
shoe store,exact,151,1025,12,563.93,673.34,9
work shoes,exact,88,1375,6,"960,40",1637.07,10
shoe models,broad,191,7253,1,389.42,264.78,4
crossfit shoes,broad,102,9617,2,237.59,538.67,6
shoe brands,phrase,107,3550,5,101.6,985.03,6
climbing shoes,phrase,145,892.63,12,523.57,1700.94,8
shoe outlet,broad,221,5674,12,603.24,4185.08,3
kids shoes,exact,197,1474,15,708.78,2368.77,9
shoe clearance,exact,164,1987,10,600.57,3783.21,10
marathon shoes,broad,68,3529,2,259.33,566.07,5
leather shoes,exact,138,1683,13,487.92,4421.76,10
shoe clearance,phrase,102,2575,999999,495.28,2559.56,5
shoe models,broad,267,7465,6,193.24,606.63,4
shoe sale,exact,216,1651,4,861.67,1375.43,7
climbing shoes,broad,36,3891,0,43.17,0.0,4
climbing shoes,broad,87,4802,5,128.35,1158.66,4
nike air max,broad,56,6978,2,167.51,579.31,4
winter boots,exact,185,1871,13,113.74,5175.1,7
waterproof shoes,phrase,184,3375,15,779.47,5360.59,5
women sports shoes,broad,38,1728,0,115.84,0.0,5
men shoes,phrase,86,1253,5,266.44,1108.9,8
luxury shoes,exact,57,502,5,29.59,2186.42,7
narrow shoes,exact,21,221,0,24.37,0.0,10
men shoes,broad,224,8501,11,1112.97,1387.78,5
shoe colors,broad,161,8230,10,396.81,2020.14,6
hiking  shoes,phrase,133,3174,10,623.86,3987.89,5
casual shoes,phrase,73,2915,4,338.74,1523.68,6
reebok  nano,exact,72,711,5,58.16,2222.13,7
shoe discount,phrase,188,4454,16,105.5,4146.36,7
shoe store,phrase,81,1794,0,176.23,0.0,8
reebok nano,broad,134,7866,9,605.43,1168.99,3
affordable shoes,exact,113,1025,4,  507.88  ,1863.7,8
puma running,phrase,78,3048,6,97.42,2252.54,6
trail running shoes,phrase,130,2846,5,585.19,2186.62,8
shoe colors,exact,91,675,7,379.61,1608.61,8
shoe models,broad,117,3156,9,293.47,1496.92,6
shoe outlet,exact,77,1217,1,168.91,54.59,7
luxury shoes,exact,21,391,1,66.99,373.57,7
SHOE CLEARANCE,exact,171,1645,9,250.24,1863.05,7
tennis shoes,exact,37,269,3,157.54,1227.32,10
brand shoes,phrase,311,4131,13,1076.78,3176.57,6
climbing shoes,phrase,26,1249,2,45.32,694.88,5
basketball shoes,exact,37,466,3,108.05,1002.56,10
vans sneakers,exact,57,1072,2,123.11,183.29,7
shoe sale,exact,40,673,2,36.32,900.25,10
yoga shoes,exact,115,1926,4,276.66,480.5,8
work shoes,phrase,48,2123,4,157.94,1405.97,6
work shoes,phrase,50,2134,3,101.36,1088.98,6
shoe comparison,exact,166,1372,12,550.73,711.83,10
shoe promotion,exact,161,1222,7,409.38,2367.47,8
luxury  shoes,broad,77,5769,7,313.24,549.99,4
kids shoes,phrase,275,4759,7,686.65,2558.61,8
 adidas ultraboost ,phrase,171,2881,7,838.06,1159.28,747.66
leather shoes,phrase,68,1522,6,235.92,2699.88,  8  
luxury shoes,broad,87,2294,2,430.71,582.28,5
shoe comparison,broad,162,5611,1,504.47,115.22,4
gym shoes,broad,58,6384,5,41.07,2453.55,6
converse all star,exact,146,999999,11,407.48,1326.94,7
vans sneakers,phrase,62,2967,1,100.71,104.32,6
shoe ratings,phrase,49,998,4,236.4,1024.98,6
brand shoes,exact,92,1753,1,232.89,449.22,8
soccer shoes,phrase,79,3677,1,193.3,284.55,8
